Mouse,NOUN,174,355
Lion,NOUN,114,246
River,NOUN,22,378
Tiger,NOUN,133,369
Cat,NOUN,239,332
Lake,NOUN,198,335
Sea,NOUN,183,347
Moon
Sun,67,186
Tree,NOUN,123,342
Dog,NOUN,111,353
Bear,NOUN,97,349
