I,PRONOUN
you,PRONOUN
he,PRONOUN
we,PRONOUN
you,PRONOUN
they,PRONOUN
this,PRONOUN
that,PRONOUN
all,ADJECTIVE
many,ADJECTIVE
some,ADJECTIVE
fast,ADJECTIVE
cat,NOUN
